timestamp,tx_id,active_power_mw,current_amps
2024-01-16 18:30:00+00:00,brighton_local_33kv_gt1,32.15,531.26
2024-01-16 18:30:00+00:00,brighton_local_33kv_gt2,31.14,527.32
2024-01-16 19:00:00+00:00,brighton_local_33kv_gt1,31.52,519.73
2024-01-16 19:00:00+00:00,brighton_local_33kv_gt2,30.82,519.17
2024-01-16 19:30:00+00:00,brighton_local_33kv_gt1,30.53,504.63
2024-01-16 19:30:00+00:00,brighton_local_33kv_gt2,29.73,498.47
2024-01-16 20:00:00+00:00,brighton_local_33kv_gt1,29.27,483.33
2024-01-16 20:00:00+00:00,brighton_local_33kv_gt2,28.21,477.01
2024-01-16 20:30:00+00:00,brighton_local_33kv_gt1,28.01,461.91
2024-01-16 20:30:00+00:00,brighton_local_33kv_gt2,26.66,455.55
2024-01-16 21:00:00+00:00,brighton_local_33kv_gt2,25.5,434.09
2024-01-16 21:00:00+00:00,brighton_local_33kv_gt1,26.75,440.5
2024-01-16 21:30:00+00:00,brighton_local_33kv_gt2,24.34,412.63
2024-01-16 21:30:00+00:00,brighton_local_33kv_gt1,25.5,419.3
2024-01-16 22:00:00+00:00,brighton_local_33kv_gt1,24.24,398.2
2024-01-16 22:00:00+00:00,brighton_local_33kv_gt2,23.17,391.17
2024-01-16 22:30:00+00:00,brighton_local_33kv_gt1,22.85,376.49
2024-01-16 22:30:00+00:00,brighton_local_33kv_gt2,22.01,369.7
2024-01-16 23:00:00+00:00,brighton_local_33kv_gt1,21.21,354.68
2024-01-16 23:00:00+00:00,brighton_local_33kv_gt2,20.85,348.24
2024-01-16 23:30:00+00:00,brighton_local_33kv_gt1,20.08,333.42
2024-01-16 23:30:00+00:00,brighton_local_33kv_gt2,19.76,330.99
2024-01-17 00:00:00+00:00,brighton_local_33kv_gt1,19.66,324.04
2024-01-17 00:00:00+00:00,brighton_local_33kv_gt2,19.34,323.47
2024-01-17 00:30:00+00:00,brighton_local_33kv_gt2,19.06,316.34
2024-01-17 00:30:00+00:00,brighton_local_33kv_gt1,19.38,319.52
2024-01-17 01:00:00+00:00,brighton_local_33kv_gt1,19.1,315.0
2024-01-17 01:00:00+00:00,brighton_local_33kv_gt2,18.78,309.21
2024-01-17 01:30:00+00:00,brighton_local_33kv_gt1,18.83,310.48
2024-01-17 01:30:00+00:00,brighton_local_33kv_gt2,18.51,302.57
2024-01-17 02:00:00+00:00,brighton_local_33kv_gt1,18.55,305.97
2024-01-17 02:00:00+00:00,brighton_local_33kv_gt2,18.23,302.48
2024-01-17 02:30:00+00:00,brighton_local_33kv_gt1,18.28,301.45
2024-01-17 02:30:00+00:00,brighton_local_33kv_gt2,17.95,304.45
2024-01-17 03:00:00+00:00,brighton_local_33kv_gt1,18.0,297.16
2024-01-17 03:00:00+00:00,brighton_local_33kv_gt2,17.67,306.42
2024-01-17 03:30:00+00:00,brighton_local_33kv_gt2,17.41,308.38
2024-01-17 03:30:00+00:00,brighton_local_33kv_gt1,17.74,298.08
2024-01-17 04:00:00+00:00,brighton_local_33kv_gt1,17.85,301.19
2024-01-17 04:00:00+00:00,brighton_local_33kv_gt2,17.52,310.35
2024-01-17 04:30:00+00:00,brighton_local_33kv_gt2,17.79,312.32
2024-01-17 04:30:00+00:00,brighton_local_33kv_gt1,18.13,304.29
2024-01-17 05:00:00+00:00,brighton_local_33kv_gt1,18.41,307.39
2024-01-17 05:00:00+00:00,brighton_local_33kv_gt2,18.07,314.28
2024-01-17 05:30:00+00:00,brighton_local_33kv_gt2,18.4,316.25
2024-01-17 05:30:00+00:00,brighton_local_33kv_gt1,18.74,311.07
2024-01-17 06:00:00+00:00,brighton_local_33kv_gt1,20.28,332.83
2024-01-17 06:00:00+00:00,brighton_local_33kv_gt2,19.92,332.56
2024-01-17 06:30:00+00:00,brighton_local_33kv_gt1,21.75,363.2
2024-01-17 06:30:00+00:00,brighton_local_33kv_gt2,21.36,364.19
2024-01-17 07:00:00+00:00,brighton_local_33kv_gt2,23.38,394.81
2024-01-17 07:00:00+00:00,brighton_local_33kv_gt1,23.8,393.57
2024-01-17 07:30:00+00:00,brighton_local_33kv_gt2,24.71,417.56
2024-01-17 07:30:00+00:00,brighton_local_33kv_gt1,25.37,422.3
2024-01-17 08:00:00+00:00,brighton_local_33kv_gt2,25.81,438.66
2024-01-17 08:00:00+00:00,brighton_local_33kv_gt1,26.68,449.56
2024-01-17 08:30:00+00:00,brighton_local_33kv_gt1,28.32,475.9
2024-01-17 08:30:00+00:00,brighton_local_33kv_gt2,27.05,459.76
2024-01-17 09:00:00+00:00,brighton_local_33kv_gt1,29.4,490.27
2024-01-17 09:00:00+00:00,brighton_local_33kv_gt2,27.92,480.86
2024-01-17 09:30:00+00:00,brighton_local_33kv_gt2,28.63,487.37
2024-01-17 09:30:00+00:00,brighton_local_33kv_gt1,30.14,500.96
2024-01-17 10:00:00+00:00,brighton_local_33kv_gt1,30.87,511.65
2024-01-17 10:00:00+00:00,brighton_local_33kv_gt2,29.34,498.61
2024-01-17 10:30:00+00:00,brighton_local_33kv_gt1,31.39,522.34
2024-01-17 10:30:00+00:00,brighton_local_33kv_gt2,29.84,506.25
2024-01-17 11:00:00+00:00,brighton_local_33kv_gt1,31.77,531.99
2024-01-17 11:00:00+00:00,brighton_local_33kv_gt2,30.21,513.9
2024-01-17 11:30:00+00:00,brighton_local_33kv_gt1,32.13,539.52
2024-01-17 11:30:00+00:00,brighton_local_33kv_gt2,30.58,521.54
2024-01-17 12:00:00+00:00,brighton_local_33kv_gt2,30.69,524.35
2024-01-17 12:00:00+00:00,brighton_local_33kv_gt1,32.25,543.42
2024-01-17 12:30:00+00:00,brighton_local_33kv_gt1,32.17,537.22
2024-01-17 12:30:00+00:00,brighton_local_33kv_gt2,30.61,519.54
2024-01-17 13:00:00+00:00,brighton_local_33kv_gt1,32.09,530.69
2024-01-17 13:00:00+00:00,brighton_local_33kv_gt2,30.53,514.63
2024-01-17 13:30:00+00:00,brighton_local_33kv_gt2,30.45,510.98
2024-01-17 13:30:00+00:00,brighton_local_33kv_gt1,32.01,528.67
2024-01-17 14:00:00+00:00,brighton_local_33kv_gt1,31.93,528.21
2024-01-17 14:00:00+00:00,brighton_local_33kv_gt2,30.37,511.05
2024-01-17 14:30:00+00:00,brighton_local_33kv_gt2,30.29,511.37
2024-01-17 14:30:00+00:00,brighton_local_33kv_gt1,31.85,527.75
2024-01-17 15:00:00+00:00,brighton_local_33kv_gt1,31.77,527.3
2024-01-17 15:00:00+00:00,brighton_local_33kv_gt2,30.21,511.7
2024-01-17 15:30:00+00:00,brighton_local_33kv_gt1,32.07,533.68
2024-01-17 15:30:00+00:00,brighton_local_33kv_gt2,30.5,518.11
2024-01-17 16:00:00+00:00,brighton_local_33kv_gt1,32.69,545.94
2024-01-17 16:00:00+00:00,brighton_local_33kv_gt2,31.09,529.76
2024-01-17 16:30:00+00:00,brighton_local_33kv_gt1,33.31,556.28
2024-01-17 16:30:00+00:00,brighton_local_33kv_gt2,31.69,540.43
2024-01-17 17:00:00+00:00,brighton_local_33kv_gt2,32.25,539.66
2024-01-17 17:00:00+00:00,brighton_local_33kv_gt1,33.88,554.55
2024-01-17 17:30:00+00:00,brighton_local_33kv_gt2,32.01,535.63
2024-01-17 17:30:00+00:00,brighton_local_33kv_gt1,33.65,550.72
2024-01-17 18:00:00+00:00,brighton_local_33kv_gt1,33.08,546.88
2024-01-17 18:00:00+00:00,brighton_local_33kv_gt2,31.45,531.61
2024-01-17 18:30:00+00:00,brighton_local_33kv_gt2,30.89,525.97
2024-01-17 18:30:00+00:00,brighton_local_33kv_gt1,32.51,541.81
2024-01-17 19:00:00+00:00,brighton_local_33kv_gt2,30.31,509.45
2024-01-17 19:00:00+00:00,brighton_local_33kv_gt1,31.92,525.83
2024-01-17 19:30:00+00:00,brighton_local_33kv_gt2,29.28,490.91
2024-01-17 19:30:00+00:00,brighton_local_33kv_gt1,30.77,507.31
2024-01-17 20:00:00+00:00,brighton_local_33kv_gt2,28.11,472.36
2024-01-17 20:00:00+00:00,brighton_local_33kv_gt1,29.43,488.78
2024-01-17 20:30:00+00:00,brighton_local_33kv_gt1,28.08,469.05
2024-01-17 20:30:00+00:00,brighton_local_33kv_gt2,27.35,453.82
2024-01-17 21:00:00+00:00,brighton_local_33kv_gt1,26.73,448.1
2024-01-17 21:00:00+00:00,brighton_local_33kv_gt2,26.52,435.28
2024-01-17 21:30:00+00:00,brighton_local_33kv_gt1,25.39,427.15
2024-01-17 21:30:00+00:00,brighton_local_33kv_gt2,25.11,416.74
2024-01-17 22:00:00+00:00,brighton_local_33kv_gt2,23.67,398.13
2024-01-17 22:00:00+00:00,brighton_local_33kv_gt1,24.05,406.19
2024-01-17 22:30:00+00:00,brighton_local_33kv_gt1,22.83,385.24
2024-01-17 22:30:00+00:00,brighton_local_33kv_gt2,22.42,379.29
2024-01-17 23:00:00+00:00,brighton_local_33kv_gt1,21.71,364.29
2024-01-17 23:00:00+00:00,brighton_local_33kv_gt2,21.3,360.43
2024-01-17 23:30:00+00:00,brighton_local_33kv_gt1,21.06,348.22
2024-01-17 23:30:00+00:00,brighton_local_33kv_gt2,20.64,342.13
2024-01-18 00:00:00+00:00,brighton_local_33kv_gt1,20.53,341.49
2024-01-18 00:00:00+00:00,brighton_local_33kv_gt2,20.11,333.43
2024-01-18 00:30:00+00:00,brighton_local_33kv_gt1,20.01,334.98
2024-01-18 00:30:00+00:00,brighton_local_33kv_gt2,19.58,328.16
2024-01-18 01:00:00+00:00,brighton_local_33kv_gt1,19.48,328.48
2024-01-18 01:00:00+00:00,brighton_local_33kv_gt2,19.05,322.89
2024-01-18 01:30:00+00:00,brighton_local_33kv_gt1,19.15,321.97
2024-01-18 01:30:00+00:00,brighton_local_33kv_gt2,18.74,317.62
2024-01-18 02:00:00+00:00,brighton_local_33kv_gt1,18.96,315.47
2024-01-18 02:00:00+00:00,brighton_local_33kv_gt2,18.6,312.35
2024-01-18 02:30:00+00:00,brighton_local_33kv_gt1,18.91,312.38
2024-01-18 02:30:00+00:00,brighton_local_33kv_gt2,18.58,320.97
2024-01-18 03:00:00+00:00,brighton_local_33kv_gt1,19.08,314.73
2024-01-18 03:00:00+00:00,brighton_local_33kv_gt2,18.73,328.12
2024-01-18 03:30:00+00:00,brighton_local_33kv_gt1,19.25,317.16
2024-01-18 03:30:00+00:00,brighton_local_33kv_gt2,18.89,330.7
2024-01-18 04:00:00+00:00,brighton_local_33kv_gt1,19.42,319.58
2024-01-18 04:00:00+00:00,brighton_local_33kv_gt2,19.06,333.28
2024-01-18 04:30:00+00:00,brighton_local_33kv_gt2,19.22,335.86
2024-01-18 04:30:00+00:00,brighton_local_33kv_gt1,19.6,322.0
2024-01-18 05:00:00+00:00,brighton_local_33kv_gt1,19.77,324.42
2024-01-18 05:00:00+00:00,brighton_local_33kv_gt2,19.38,338.44
2024-01-18 05:30:00+00:00,brighton_local_33kv_gt2,19.54,341.03
2024-01-18 05:30:00+00:00,brighton_local_33kv_gt1,19.98,327.9
2024-01-18 06:00:00+00:00,brighton_local_33kv_gt1,21.35,352.84
2024-01-18 06:00:00+00:00,brighton_local_33kv_gt2,20.37,357.66
2024-01-18 06:30:00+00:00,brighton_local_33kv_gt2,22.05,387.45
2024-01-18 06:30:00+00:00,brighton_local_33kv_gt1,23.26,386.23
2024-01-18 07:00:00+00:00,brighton_local_33kv_gt2,24.62,416.77
2024-01-18 07:00:00+00:00,brighton_local_33kv_gt1,24.99,418.69
2024-01-18 07:30:00+00:00,brighton_local_33kv_gt2,26.2,439.84
2024-01-18 07:30:00+00:00,brighton_local_33kv_gt1,26.44,442.29
2024-01-18 08:00:00+00:00,brighton_local_33kv_gt1,27.87,463.69
2024-01-18 08:00:00+00:00,brighton_local_33kv_gt2,27.37,460.96
2024-01-18 08:30:00+00:00,brighton_local_33kv_gt1,29.49,488.92
2024-01-18 08:30:00+00:00,brighton_local_33kv_gt2,28.5,481.88
2024-01-18 09:00:00+00:00,brighton_local_33kv_gt1,30.77,517.5
2024-01-18 09:00:00+00:00,brighton_local_33kv_gt2,29.21,498.48
2024-01-18 09:30:00+00:00,brighton_local_33kv_gt2,29.75,500.36
2024-01-18 09:30:00+00:00,brighton_local_33kv_gt1,31.22,522.57
2024-01-18 10:00:00+00:00,brighton_local_33kv_gt2,29.84,498.88
2024-01-18 10:00:00+00:00,brighton_local_33kv_gt1,31.53,527.64
2024-01-18 10:30:00+00:00,brighton_local_33kv_gt2,29.73,497.41
2024-01-18 10:30:00+00:00,brighton_local_33kv_gt1,31.15,525.52
2024-01-18 11:00:00+00:00,brighton_local_33kv_gt2,29.61,495.94
2024-01-18 11:00:00+00:00,brighton_local_33kv_gt1,30.68,513.64
2024-01-18 11:30:00+00:00,brighton_local_33kv_gt1,30.4,507.24
2024-01-18 11:30:00+00:00,brighton_local_33kv_gt2,29.49,494.46
2024-01-18 12:00:00+00:00,brighton_local_33kv_gt1,30.22,503.86
2024-01-18 12:00:00+00:00,brighton_local_33kv_gt2,29.37,492.99
2024-01-18 12:30:00+00:00,brighton_local_33kv_gt1,30.04,500.47
2024-01-18 12:30:00+00:00,brighton_local_33kv_gt2,29.25,491.51
2024-01-18 13:00:00+00:00,brighton_local_33kv_gt1,29.87,497.09
2024-01-18 13:00:00+00:00,brighton_local_33kv_gt2,29.14,490.04
2024-01-18 13:30:00+00:00,brighton_local_33kv_gt1,29.69,494.75
2024-01-18 13:30:00+00:00,brighton_local_33kv_gt2,29.02,488.56
2024-01-18 14:00:00+00:00,brighton_local_33kv_gt1,29.51,497.62
2024-01-18 14:00:00+00:00,brighton_local_33kv_gt2,28.9,487.09
2024-01-18 14:30:00+00:00,brighton_local_33kv_gt1,29.43,501.2
2024-01-18 14:30:00+00:00,brighton_local_33kv_gt2,28.86,487.27
2024-01-18 15:00:00+00:00,brighton_local_33kv_gt1,29.81,504.77
2024-01-18 15:00:00+00:00,brighton_local_33kv_gt2,29.25,496.15
2024-01-18 15:30:00+00:00,brighton_local_33kv_gt1,30.25,508.37
2024-01-18 15:30:00+00:00,brighton_local_33kv_gt2,29.7,506.29
2024-01-18 16:00:00+00:00,brighton_local_33kv_gt2,30.34,516.44
2024-01-18 16:00:00+00:00,brighton_local_33kv_gt1,31.0,519.56
2024-01-18 16:30:00+00:00,brighton_local_33kv_gt1,32.56,544.52
2024-01-18 16:30:00+00:00,brighton_local_33kv_gt2,31.14,526.58
2024-01-18 17:00:00+00:00,brighton_local_33kv_gt2,31.91,536.73
2024-01-18 17:00:00+00:00,brighton_local_33kv_gt1,33.28,561.12
2024-01-18 17:30:00+00:00,brighton_local_33kv_gt2,31.88,546.14
2024-01-18 17:30:00+00:00,brighton_local_33kv_gt1,33.72,557.01
2024-01-18 18:00:00+00:00,brighton_local_33kv_gt2,31.52,540.08
2024-01-18 18:00:00+00:00,brighton_local_33kv_gt1,33.37,552.64
2024-01-18 18:30:00+00:00,brighton_local_33kv_gt2,31.15,527.8
2024-01-18 18:30:00+00:00,brighton_local_33kv_gt1,32.7,547.92
2024-01-18 19:00:00+00:00,brighton_local_33kv_gt1,32.03,532.7
2024-01-18 19:00:00+00:00,brighton_local_33kv_gt2,30.38,515.53
2024-01-18 19:30:00+00:00,brighton_local_33kv_gt1,31.13,512.59
2024-01-18 19:30:00+00:00,brighton_local_33kv_gt2,29.29,502.67
2024-01-18 20:00:00+00:00,brighton_local_33kv_gt2,28.2,483.66
2024-01-18 20:00:00+00:00,brighton_local_33kv_gt1,29.95,492.47
2024-01-18 20:30:00+00:00,brighton_local_33kv_gt1,28.77,472.35
2024-01-18 20:30:00+00:00,brighton_local_33kv_gt2,27.11,463.0
2024-01-18 21:00:00+00:00,brighton_local_33kv_gt1,27.59,452.19
2024-01-18 21:00:00+00:00,brighton_local_33kv_gt2,26.03,442.33
2024-01-18 21:30:00+00:00,brighton_local_33kv_gt1,26.38,431.64
2024-01-18 21:30:00+00:00,brighton_local_33kv_gt2,24.94,421.66
2024-01-18 22:00:00+00:00,brighton_local_33kv_gt2,23.85,401.6
2024-01-18 22:00:00+00:00,brighton_local_33kv_gt1,25.16,411.0
2024-01-18 22:30:00+00:00,brighton_local_33kv_gt2,22.76,382.86
2024-01-18 22:30:00+00:00,brighton_local_33kv_gt1,23.93,390.82
2024-01-18 23:00:00+00:00,brighton_local_33kv_gt1,22.51,369.0
2024-01-18 23:00:00+00:00,brighton_local_33kv_gt2,21.68,364.18
2024-01-18 23:30:00+00:00,brighton_local_33kv_gt2,20.74,346.42
2024-01-18 23:30:00+00:00,brighton_local_33kv_gt1,21.24,349.59
2024-01-19 00:00:00+00:00,brighton_local_33kv_gt1,20.7,341.05
2024-01-19 00:00:00+00:00,brighton_local_33kv_gt2,20.21,336.82
2024-01-19 00:30:00+00:00,brighton_local_33kv_gt1,20.16,332.5
2024-01-19 00:30:00+00:00,brighton_local_33kv_gt2,19.7,329.12
2024-01-19 01:00:00+00:00,brighton_local_33kv_gt2,19.2,321.42
2024-01-19 01:00:00+00:00,brighton_local_33kv_gt1,19.62,324.21
2024-01-19 01:30:00+00:00,brighton_local_33kv_gt2,18.72,314.16
2024-01-19 01:30:00+00:00,brighton_local_33kv_gt1,19.25,319.69
2024-01-19 02:00:00+00:00,brighton_local_33kv_gt2,18.7,313.69
2024-01-19 02:00:00+00:00,brighton_local_33kv_gt1,19.06,316.42
2024-01-19 02:30:00+00:00,brighton_local_33kv_gt1,18.87,313.15
2024-01-19 02:30:00+00:00,brighton_local_33kv_gt2,18.84,315.57
2024-01-19 03:00:00+00:00,brighton_local_33kv_gt2,18.97,317.45
2024-01-19 03:00:00+00:00,brighton_local_33kv_gt1,18.68,309.88
2024-01-19 03:30:00+00:00,brighton_local_33kv_gt1,18.49,307.21
2024-01-19 03:30:00+00:00,brighton_local_33kv_gt2,19.1,319.34
2024-01-19 04:00:00+00:00,brighton_local_33kv_gt1,18.31,309.8
2024-01-19 04:00:00+00:00,brighton_local_33kv_gt2,19.24,321.22
2024-01-19 04:30:00+00:00,brighton_local_33kv_gt2,19.37,323.1
2024-01-19 04:30:00+00:00,brighton_local_33kv_gt1,18.49,313.62
2024-01-19 05:00:00+00:00,brighton_local_33kv_gt2,19.5,324.98
2024-01-19 05:00:00+00:00,brighton_local_33kv_gt1,18.89,317.44
2024-01-19 05:30:00+00:00,brighton_local_33kv_gt1,19.33,322.48
2024-01-19 05:30:00+00:00,brighton_local_33kv_gt2,19.63,326.86
2024-01-19 06:00:00+00:00,brighton_local_33kv_gt1,20.68,345.08
2024-01-19 06:00:00+00:00,brighton_local_33kv_gt2,20.43,342.99
2024-01-19 06:30:00+00:00,brighton_local_33kv_gt1,22.72,381.02
2024-01-19 06:30:00+00:00,brighton_local_33kv_gt2,22.07,373.69
2024-01-19 07:00:00+00:00,brighton_local_33kv_gt1,24.99,424.88
2024-01-19 07:00:00+00:00,brighton_local_33kv_gt2,23.95,404.39
2024-01-19 07:30:00+00:00,brighton_local_33kv_gt1,26.33,444.0
2024-01-19 07:30:00+00:00,brighton_local_33kv_gt2,25.34,431.49
2024-01-19 08:00:00+00:00,brighton_local_33kv_gt2,26.57,453.13
2024-01-19 08:00:00+00:00,brighton_local_33kv_gt1,27.55,466.38
2024-01-19 08:30:00+00:00,brighton_local_33kv_gt2,28.27,479.52
2024-01-19 08:30:00+00:00,brighton_local_33kv_gt1,28.77,487.11
2024-01-19 09:00:00+00:00,brighton_local_33kv_gt1,29.8,492.32
2024-01-19 09:00:00+00:00,brighton_local_33kv_gt2,29.26,496.33
2024-01-19 09:30:00+00:00,brighton_local_33kv_gt1,30.5,504.79
2024-01-19 09:30:00+00:00,brighton_local_33kv_gt2,29.78,502.89
2024-01-19 10:00:00+00:00,brighton_local_33kv_gt1,30.74,511.57
2024-01-19 10:00:00+00:00,brighton_local_33kv_gt2,29.95,504.04
2024-01-19 10:30:00+00:00,brighton_local_33kv_gt2,30.03,505.16
2024-01-19 10:30:00+00:00,brighton_local_33kv_gt1,30.82,509.19
2024-01-19 11:00:00+00:00,brighton_local_33kv_gt1,30.9,506.68
2024-01-19 11:00:00+00:00,brighton_local_33kv_gt2,30.11,506.27
2024-01-19 11:30:00+00:00,brighton_local_33kv_gt1,30.98,504.18
2024-01-19 11:30:00+00:00,brighton_local_33kv_gt2,30.2,507.39
2024-01-19 12:00:00+00:00,brighton_local_33kv_gt2,30.28,508.5
2024-01-19 12:00:00+00:00,brighton_local_33kv_gt1,31.06,501.67
2024-01-19 12:30:00+00:00,brighton_local_33kv_gt2,30.36,509.62
2024-01-19 12:30:00+00:00,brighton_local_33kv_gt1,31.14,499.17
2024-01-19 13:00:00+00:00,brighton_local_33kv_gt1,31.22,502.15
2024-01-19 13:00:00+00:00,brighton_local_33kv_gt2,30.45,510.73
2024-01-19 13:30:00+00:00,brighton_local_33kv_gt2,30.53,511.85
2024-01-19 13:30:00+00:00,brighton_local_33kv_gt1,31.3,505.19
2024-01-19 14:00:00+00:00,brighton_local_33kv_gt1,31.39,500.27
2024-01-19 14:00:00+00:00,brighton_local_33kv_gt2,30.61,512.96
2024-01-19 14:30:00+00:00,brighton_local_33kv_gt2,30.7,514.08
2024-01-19 14:30:00+00:00,brighton_local_33kv_gt1,31.47,503.43
2024-01-19 15:00:00+00:00,brighton_local_33kv_gt1,31.55,506.6
2024-01-19 15:00:00+00:00,brighton_local_33kv_gt2,30.78,515.2
2024-01-19 15:30:00+00:00,brighton_local_33kv_gt2,30.86,516.31
2024-01-19 15:30:00+00:00,brighton_local_33kv_gt1,31.63,509.77
2024-01-19 16:00:00+00:00,brighton_local_33kv_gt1,31.71,513.02
2024-01-19 16:00:00+00:00,brighton_local_33kv_gt2,30.95,517.43
2024-01-19 16:30:00+00:00,brighton_local_33kv_gt2,31.19,527.56
2024-01-19 16:30:00+00:00,brighton_local_33kv_gt1,31.86,525.4
2024-01-19 17:00:00+00:00,brighton_local_33kv_gt1,32.51,542.51
2024-01-19 17:00:00+00:00,brighton_local_33kv_gt2,31.88,532.56
2024-01-19 17:30:00+00:00,brighton_local_33kv_gt2,31.75,528.73
2024-01-19 17:30:00+00:00,brighton_local_33kv_gt1,32.67,539.03
2024-01-19 18:00:00+00:00,brighton_local_33kv_gt1,32.09,528.72
2024-01-19 18:00:00+00:00,brighton_local_33kv_gt2,31.23,524.9
2024-01-19 18:30:00+00:00,brighton_local_33kv_gt1,31.51,518.4
2024-01-19 18:30:00+00:00,brighton_local_33kv_gt2,30.71,520.94
2024-01-19 19:00:00+00:00,brighton_local_33kv_gt2,30.19,508.61
2024-01-19 19:00:00+00:00,brighton_local_33kv_gt1,30.93,508.09
2024-01-19 19:30:00+00:00,brighton_local_33kv_gt1,30.07,495.91
2024-01-19 19:30:00+00:00,brighton_local_33kv_gt2,29.43,491.17
2024-01-19 20:00:00+00:00,brighton_local_33kv_gt2,28.35,473.73
2024-01-19 20:00:00+00:00,brighton_local_33kv_gt1,29.0,478.84
2024-01-19 20:30:00+00:00,brighton_local_33kv_gt1,27.93,461.51
2024-01-19 20:30:00+00:00,brighton_local_33kv_gt2,26.9,456.29
2024-01-19 21:00:00+00:00,brighton_local_33kv_gt2,25.5,438.85
2024-01-19 21:00:00+00:00,brighton_local_33kv_gt1,26.86,444.17
2024-01-19 21:30:00+00:00,brighton_local_33kv_gt1,25.79,426.84
2024-01-19 21:30:00+00:00,brighton_local_33kv_gt2,24.49,421.41
2024-01-19 22:00:00+00:00,brighton_local_33kv_gt1,24.72,409.51
2024-01-19 22:00:00+00:00,brighton_local_33kv_gt2,23.48,403.97
2024-01-19 22:30:00+00:00,brighton_local_33kv_gt1,23.65,392.18
2024-01-19 22:30:00+00:00,brighton_local_33kv_gt2,22.46,386.53
2024-01-19 23:00:00+00:00,brighton_local_33kv_gt2,21.45,368.46
2024-01-19 23:00:00+00:00,brighton_local_33kv_gt1,22.58,374.84
2024-01-19 23:30:00+00:00,brighton_local_33kv_gt1,21.61,358.47
2024-01-19 23:30:00+00:00,brighton_local_33kv_gt2,20.5,349.66
2024-01-20 00:00:00+00:00,brighton_local_33kv_gt2,19.84,337.9
2024-01-20 00:00:00+00:00,brighton_local_33kv_gt1,20.96,347.83
2024-01-20 00:30:00+00:00,brighton_local_33kv_gt1,20.34,338.15
2024-01-20 00:30:00+00:00,brighton_local_33kv_gt2,19.22,329.49
2024-01-20 01:00:00+00:00,brighton_local_33kv_gt2,18.61,321.08
2024-01-20 01:00:00+00:00,brighton_local_33kv_gt1,19.71,328.47
2024-01-20 01:30:00+00:00,brighton_local_33kv_gt1,19.25,318.8
2024-01-20 01:30:00+00:00,brighton_local_33kv_gt2,18.16,313.3
2024-01-20 02:00:00+00:00,brighton_local_33kv_gt2,17.95,309.45
2024-01-20 02:00:00+00:00,brighton_local_33kv_gt1,18.96,310.21
2024-01-20 02:30:00+00:00,brighton_local_33kv_gt1,18.68,305.32
2024-01-20 02:30:00+00:00,brighton_local_33kv_gt2,17.75,306.28
2024-01-20 03:00:00+00:00,brighton_local_33kv_gt1,18.4,300.73
2024-01-20 03:00:00+00:00,brighton_local_33kv_gt2,17.54,303.12
2024-01-20 03:30:00+00:00,brighton_local_33kv_gt2,17.34,299.95
2024-01-20 03:30:00+00:00,brighton_local_33kv_gt1,18.31,296.14
2024-01-20 04:00:00+00:00,brighton_local_33kv_gt1,18.49,291.87
2024-01-20 04:00:00+00:00,brighton_local_33kv_gt2,17.18,297.62
2024-01-20 04:30:00+00:00,brighton_local_33kv_gt1,18.68,295.86
2024-01-20 04:30:00+00:00,brighton_local_33kv_gt2,17.36,302.09
2024-01-20 05:00:00+00:00,brighton_local_33kv_gt1,18.86,303.5
2024-01-20 05:00:00+00:00,brighton_local_33kv_gt2,17.61,308.05
2024-01-20 05:30:00+00:00,brighton_local_33kv_gt2,17.86,314.01
2024-01-20 05:30:00+00:00,brighton_local_33kv_gt1,19.04,311.14
2024-01-20 06:00:00+00:00,brighton_local_33kv_gt2,18.12,319.97
2024-01-20 06:00:00+00:00,brighton_local_33kv_gt1,19.22,318.77
2024-01-20 06:30:00+00:00,brighton_local_33kv_gt2,18.59,326.13
2024-01-20 06:30:00+00:00,brighton_local_33kv_gt1,19.69,329.38
2024-01-20 07:00:00+00:00,brighton_local_33kv_gt1,20.72,345.54
2024-01-20 07:00:00+00:00,brighton_local_33kv_gt2,19.47,340.0
2024-01-20 07:30:00+00:00,brighton_local_33kv_gt1,21.77,361.83
2024-01-20 07:30:00+00:00,brighton_local_33kv_gt2,20.48,357.84
2024-01-20 08:00:00+00:00,brighton_local_33kv_gt2,22.11,375.41
2024-01-20 08:00:00+00:00,brighton_local_33kv_gt1,22.81,378.12
2024-01-20 08:30:00+00:00,brighton_local_33kv_gt1,23.84,394.41
2024-01-20 08:30:00+00:00,brighton_local_33kv_gt2,23.04,391.41
2024-01-20 09:00:00+00:00,brighton_local_33kv_gt2,23.97,407.16
2024-01-20 09:00:00+00:00,brighton_local_33kv_gt1,24.73,410.71
2024-01-20 09:30:00+00:00,brighton_local_33kv_gt2,24.89,422.91
2024-01-20 09:30:00+00:00,brighton_local_33kv_gt1,25.6,427.0
2024-01-20 10:00:00+00:00,brighton_local_33kv_gt1,26.48,440.41
2024-01-20 10:00:00+00:00,brighton_local_33kv_gt2,25.82,438.66
2024-01-20 10:30:00+00:00,brighton_local_33kv_gt2,26.5,453.32
2024-01-20 10:30:00+00:00,brighton_local_33kv_gt1,27.24,451.14
2024-01-20 11:00:00+00:00,brighton_local_33kv_gt1,27.67,461.87
2024-01-20 11:00:00+00:00,brighton_local_33kv_gt2,27.05,461.42
2024-01-20 11:30:00+00:00,brighton_local_33kv_gt2,27.31,468.32
2024-01-20 11:30:00+00:00,brighton_local_33kv_gt1,28.08,472.59
